Abelmoschus esculentus,MALVACEAE
Abelmoschus ficulneus,MALVACEAE
Abelmoschus manihot,MALVACEAE
Abelmoschus moschatus,MALVACEAE
Abies spectabilis,PINACEAE
Abroma agusta,STERCULIACEAE
Abrus precatorius,FABACEAE
Abutilon hirtum,MALVACEAE
Abutilon indicum,MALVACEAE
Abutilon pannosum,MALVACEAE
Abutilon theophrastii,MALVACEAE
Acacia catechu,MIMOSACEAE
Acacia farnesiana,MIMOSACEAE
Acacia jacquemontii,MIMOSACEAE
Acacia leucophloea,MIMOSACEAE
Acacia modesta,MIMOSACEAE
Acacia nilotica,MIMOSACEAE
Acacia pennata,MIMOSACEAE
Acacia rugata,MIMOSACEAE
Acacia senegal,MIMOSACEAE
Acacia torta,MIMOSACEAE
Acalypha fruticosa,EUPHORBIACEAE
Acalypha indica,EUPHORBIACEAE
Acalypha racemosa,EUPHORBIACEAE
Acampe papillosa,ORCHIDACEAE
Acanthus illicifolius,ACANTHACEAE
Achillea millefolium,ASTERACEAE
Achyranthes aspera,AMARANTHACEAE
Achyranthes bidentata,AMARANTHACEAE
Aconitum balfourii,RANUNCULACEAE
Aconitum bisma,RANUNCULACEAE
Aconitum chasmanthum,RANUNCULACEAE
Aconitum falconeri,RANUNCULACEAE
Aconitum heterophyllum,RANUNCULACEAE
Aconitum laciniatum,RANUNCULACEAE
Aconitum novoluridum,RANUNCULACEAE
Aconitum spicatum,RANUNCULACEAE
Aconitum violaceum,RANUNCULACEAE
Acorus calamus,ARACEAE
Acronychia pedunculata,RUTACEAE
Actaea spicata,RANUNCULACEAE
Actiniopteris radiata(Swartz),ACTINIOPTERIDACEAE
Actinodaphne hookeri,LAURACEAE
Adansonia digitata,BOMBACACEAE
Adenanthera pavonia,MIMOSACEAE
Adenia wightiana,PASSIFLORACEAE
Adenostemma lavenia,ASTERACEAE
Adiantum capillus-veneris,ADIANTACEAE
Adiantum caudatum,ADIANTACEAE
Adiantum philippense,ADIANTACEAE
Adiantum venustum,ADIANTACEAE
Adonis aestivalis,RANUNCULACEAE
Aegle marmelos,RUTACEAE
Aerva javanica,AMARANTHACEAE
Aerva lanata,AMARANTHACEAE
Aesculus indica,HIPPOCASTANACEAE
Aganosma caryophyllata,APOCYNACEAE
Agave americana,AMARYLLIDACEAE
Agave americana,AMARYLLIDACEAE
Agave angustifolia,AMARYLLIDACEAE
Agave sisalana,AMARYLLIDACEAE
Ageratum conyzoides,ASTERACEAE
Aglaia elaeagnoidea,MELIACEAE
Agropyron repens,POACEAE
Ailanthus altissima,SIMAROUBACEAE
Ailanthus excelsa,SIMAROUBACEAE
Ailanthus triphysa,SIMAROUBACEAE
Ajuga bracteosa,LAMIACEAE
Alangium salvifolium,ALANGIACEAE
Albizzia amara,MIMOSACEAE
Albizzia lebbeck,MIMOSACEAE
Albizzia odoratissima,MIMOSACEAE
Aleurites mollucana,EUPHORBIACEAE
Alhagi pseudoalhagi,FABACEAE
Alhagi pseudoalhagi,FABACEAE
Allamanda cathartica,APOCYNACEAE
Allium cepa,LILIACEAE
Allium macleanii,LILIACEAE
Alnus nepalensis,BETULACEAE
Alnus nitida,BETULACEAE
Alocasia macrorrhizos,ARACEAE
Aloe vera,LILIACEAE
Aloysia triphylla,VERBENACEAE
Alpinia galanga,ZINGIBERACEAE
Alpinia nigra,ZINGIBERACEAE
Alstonia scholaris,APOCYNACEAE
Alstonia venenata,APOCYNACEAE
Alternanthera sessilis,AMARANTHACEAE
Althaea officinalis,MALVACEAE
Althaea rosea,MALVACEAE
Altingia excelsa,HAMAMELIDACEAE
Alysicarpus longifolius,FABACEAE
Alysicarpus vaginalis,FABACEAE
Amaranthus lividus,AMARANTHACEAE
Amaranthus tricolor,AMARANTHACEAE
Amaranthus viridis,AMARANTHACEAE
Amaranthus caudatus,AMARANTHACEAE
Amaranthus spinosus,AMARANTHACEAE
Ammania auriculata,LYTHRACEAE
Ammania baccifera,LYTHRACEAE
Ammi visnaga,APIACEAE
Amomum aromaticum,ZINGIBERACEAE
Amomum subulatum,ZINGIBERACEAE
Amorphophallus paeoniifolius,ARACEAE
Ampelocissus areneosa,VITACEAE
Ampelocissus arnottiana,VITACEAE
Ampelocissus latifolia,VITACEAE
Ampelocissus tomentosa,VITACEAE
Anacardium occidentale,ANACARDIACEAE
Anagallis arvensis,PRIMULACEAE
Anamitra cocculus,MENISPERMACEAE
Ananas comosus,BROMELIACEAE
Anaphalis neelgerryana,ASTERACEAE
Andrographis echinoides,ACANTHACEAE
Andrographis paniculata,ACANTHACEAE
Andropogon sorghum,POACEAE
Anemone narcissiflora,RANUNCULACEAE
Anemone obtusiloba,RANUNCULACEAE
Angelica archangelica,APIACEAE
Aniseia martinicensis,CONVOLVULACEAE
Anisochilus carnosus,LAMIACEAE
Anisomeles indica,LAMIACEAE
Anisomeles malabarica,LAMIACEAE
Annona muricata,ANNONACEAE
Annona reticulata,ANNONACEAE
Annona squamosa,ANNONACEAE
Anodendron paniculatum,APOCYNACEAE
Anogeissus latifolia,COMBRETACEAE
Anthemis cotula,ASTERACEAE
Anthemis nobilis,ASTERACEAE
Anthoxanthum odoratum,POACEAE
Anthriscus cerefolium,APIACEAE
Antiaris toxicaria,MORACEAE
Antidesma bunius,EUPHORBIACEAE
Apama siliquosa,ARISTOLOCHIACEAE
Aphanamixis polystachya,MELIACEAE
Apium graveolens,APIACEAE
Aquilegia vulgaris,RANUNCULACEAE
Arachis hypogaea,FABACEAE
Arachne cordifolia,EUPHORBIACEAE
Arctium lappa,ASTERACEAE
Ardisia solanacea,MYRSINACEAE
Areca catechu,ARECACEAE
Areca triandra,ARECACEAE
Arenga saccharifera,ARECACEAE
Argemone mexicana,PAPAVERACEAE
Argyreia cuneata,CONVOLVULACEAE
Argyreia imbricata,CONVOLVULACEAE
Argyreia nervosa,CONVOLVULACEAE
Arisaema leschenaultii,ARACEAE
Arisaema speciosum,ARACEAE
Arisaema tortuosum,ARACEAE
Aristida depressa,POACEAE
Aristolochia bracteolata,ARISTOLOCHIACEAE
Aristolochia indica,ARISTOLOCHIACEAE
Aristolochia tagala,ARISTOLOCHIACEAE
Arnebia benthamii,BORAGINACEAE
Arnebia euchroma,BORAGINACEAE
Arnica montana,ASTERACEAE
Artabotrys hexapetalus,ANNONACEAE
Artabotrys suaveolens,ANNONACEAE
Artanema longifolium,SCROPHULARIACEAE
Artemisia absynthium,ASTERACEAE
Artemisia dracunculcus,ASTERACEAE
Artemisia indica,ASTERACEAE
Artemisia maritima,ASTERACEAE
Artemisia nilagirica,ASTERACEAE
Artemisia persica,ASTERACEAE
Artemisia roxburghiana,ASTERACEAE
Artemisia sacrorum,ASTERACEAE
Artemisia scoparia,ASTERACEAE
Artemisia sivarsiana,ASTERACEAE
Arthrocnemum indicum,CHENOPODIACEAE
Artocarpus heterophyllus,MORACEAE
Artocarpus lakoocha,MORACEAE
Arundo donax,POACEAE
Asclepias curassavica,ASCLEPIADACEAE
Asparagus adscendens,LILIACEAE
Asparagus filicinus,LILIACEAE
Asparagus gonocladus,LILIACEAE
Asparagus officinalis,LILIACEAE
Asparagus racemosus,LILIACEAE
Asplenium adiantum-nigrum,ASPLENIACEAE
Astragalus strobiliferus,FABACEAE
Astragalus tribuloides,FABACEAE
Asystasia gangetica,ACANTHACEAE
Atriplex hortensis,CHENOPODIACEAE
Atropa acuminata,SOLANACEAE
Atropa belladona,SOLANACEAE
Atylosia scrabaeoides,FABACEAE
Avena fatua,POACEAE
Avena sativa,POACEAE
Averrhoa bilimbi,OXALIDACEAE
Avicennia officinalis,VERBENACEAE
Azadirachta indica,MELIACEAE
Azanza lampas,MALVACEAE
Azima tetracantha,SALVADORACEAE
Bacopa monnieri,SCROPHULARIACEAE
Balanites aegyptiaca,BALANITACEAE
Baliospermum montanum,EUPHORBIACEAE
Bambusa bambos,POACEAE
Barleria buxifolia,ACANTHACEAE
Barleria courtallica,ACANTHACEAE
Barleria cristata,ACANTHACEAE
Barleria longiflora,ACANTHACEAE
Barleria noctiflora,ACANTHACEAE
Barleria prionitis,ACANTHACEAE
Barleria strigosa,ACANTHACEAE
Barringtonia acutangula,LECYTHIDACEAE
Barringtonia racemosa,LECYTHIDACEAE
Basella rubra,BASELLACEAE
Bauhinia malabarica,CAESALPINIACEAE
Bauhinia purpurea,CAESALPINIACEAE
Bauhinia racemosa,CAESALPINIACEAE
Bauhinia retusa,CAESALPINIACEAE
Bauhinia vahlii,CAESALPINIACEAE
Bauhinia variegata,CAESALPINIACEAE
Begonia rex,BEGONIACEAE
Benincasa hispida,CUCURBITACEAE
Berberis aristata,BERBERIDACEAE
Berberis asiatica,BERBERIDACEAE
Berberis insignis,BERBERIDACEAE
Berberis lycium,BERBERIDACEAE
Berchemia lineata,RHAMNACEAE
Bergia suffriticosa,ELATINACEAE
Beta vulgaris,CHENOPODIACEAE
Betula alnoides,BETULACEAE
Betula utilis,BETULACEAE
Bidens tripartita,ASTERACEAE
Biophytum sensitivum,OXALIDACEAE
Bischofia javanica,EUPHORBIACEAE
Bixa orellana,BIXACEAE
Blechnum orientale,BLECHNACEAE
Blepharis edulis,ACANTHACEAE
Blepharis indica,ACANTHACEAE
Blighia sapida,SAPINDACEAE
Blumea balsamifera,ASTERACEAE
Blumea densiflora,ASTERACEAE
Blumea eriantha,ASTERACEAE
Blumea lacera,ASTERACEAE
Blumea lanceolaria,ASTERACEAE
Boehmeria nivea,URTICACEAE
Boerhavia diffusa,NYCTAGINACEAE
Bombax ceiba,BOMBACACEAE
Borassus flabellifer,ARECACEAE
Borreria articularis,RUBIACEAE
Boswellia serrata,BURSERACEAE
Botrychium lunaria,OPHIOGLOSSACEAE
Botrychium virginianum,OPHIOGLOSSACEAE
Brassica juncea,BRASSICACEAE
Brassica nigra,BRASSICACEAE
Breynia retusa,EUPHORBIACEAE
Breynia retusa,EUPHORBIACEAE
Breynia rhamnoides,EUPHORBIACEAE
Bridelia montana,EUPHORBIACEAE
Bromus mollis,POACEAE
Brucea javanica,SIMAROUBACEAE
Bryonopsis laciniosa,CUCURBITACEAE
Bryophyllum pinnatum,CRASSULACEAE
Buchanania lanzan,ANACARDIACEAE
Buddleja asiatica,BUDDLEJACEAE
Bunium persicum,APIACEAE
Butea monosperma,FABACEAE
Butea parviflora,FABACEAE
Butea superba,FABACEAE
Buxus wallichiana,BUXACEAE
Byttneria herbacea,STERCULIACEAE
Cadaba fruticosa,CAPPARACEAE
Cadaba trifoliata,CAPPARACEAE
Caesalpinia bonduc,CAESALPINIACEAE
Caesalpinia coriaria,CAESALPINIACEAE
Caesalpinia crista,CAESALPINIACEAE
Caesalpinia digyna,CAESALPINIACEAE
Caesalpinia pulcherrima,CAESALPINIACEAE
Caesalpinia sappan,CAESALPINIACEAE
Cajanus cajan,FABACEAE
Calamus rotang,ARECACEAE
Calamus travancoricus,ARECACEAE
Calendula officinalis,ASTERACEAE
Callicarpa arborea,VERBENACEAE
Callicarpa longifolia,VERBENACEAE
Callicarpa macrophylla,VERBENACEAE
Callicarpa tomentosa,VERBENACEAE
Calligonum polygonoides,POLYGONACEAE
Callistemon lanceolatus,MYRTACEAE
Calophyllum apetalum,CLUSIACEAE
Calophyllum inophyllum,CLUSIACEAE
Calotropis gigantea,ASCLEPIADACEAE
Calotropis procera,ASCLEPIADACEAE
Caltha palustris,RANUNCULACEAE
Calycopteris floribunda,COMBRETACEAE
Camellia kissi,THEACEAE
Camellia sinensis,THEACEAE
Cananga odorata,ANNONACEAE
Canavalia gladiata,FABACEAE
Canna indica,CANNACEAE
Cannabis sativa,CANNABACEAE
Canscora decussata,GENTIANACEAE
Canscora diffusa,GENTIANACEAE
Canthium dicoccum,RUBIACEAE
Capparis decidua,CAPPARACEAE
Capparis grandis,CAPPARACEAE
Capparis heyneana,CAPPARACEAE
Capparis sepiaria,CAPPARACEAE
Capparis spinosa,CAPPARACEAE
Capparis zeylanica,CAPPARACEAE
Capsella bursa-pastoris,BRASSICACEAE
Capsicum annum,SOLANACEAE
Capsicum frutescens,SOLANACEAE
Carallia brachiata,RHIZOPHORACEAE
Carapa granatum,MELIACEAE
Cardiospermum helicacabum,SAPINDACEAE
Carduus nutans,ASTERACEAE
Careya arborea,LECYTHIDACEAE
Carica papaya,CARICACEAE
Carissa congesta,APOCYNACEAE
Carissa opaca,APOCYNACEAE
Carmona microphylla,BORAGINACEAE
Carpesium abrotanoides,ASTERACEAE
Carpesium cernuum,ASTERACEAE
Carthamus lanatus,ASTERACEAE
Carthamus tinctorius,ASTERACEAE
Carum carvi,APIACEAE
Caryota urens,ARECACEAE
Casaeria graveolens,SAMYDACEAE
Casearia elliptica,SAMYDACEAE
Cassia angustifolia,CAESALPINIACEAE
Cassia mimosoides,CAESALPINIACEAE
Cassia pumila,CAESALPINIACEAE
Cassia absus,CAESALPINIACEAE
Cassia alata,CAESALPINIACEAE
Cassia alata,CAESALPINIACEAE
Cassia auriculata,CAESALPINIACEAE
Cassia fistula,CAESALPINIACEAE
Cassia italica,CAESALPINIACEAE
Cassia obtusifolia,CAESALPINIACEAE
Cassia occidentalis,CAESALPINIACEAE
Cassia siamea,CAESALPINIACEAE
Cassia sophera,CAESALPINIACEAE
Cassia tora,CAESALPINIACEAE
Cassytha filiformis,LAURACEAE
Castanea sativa,FAGACEAE
Castanospermum australe,FABACEAE
Casuarina equisetifolia,CASUARINACEAE
Catharanthus pusillus,APOCYNACEAE
Catharanthus roseus,APOCYNACEAE
Cayratia pedata,VITACEAE
Cayratia trifolia,VITACEAE
Cedrus deodara,PINACEAE
Ceiba pentandra,BOMBACACEAE
Celastrus paniculatus,CELASTRACEAE
Celosia argentia,AMARANTHACEAE
Celtis caucasia,ULMACEAE
Celtis cinnamomea,ULMACEAE
Cenchrus biflorus,POACEAE
Centaurea calcitrapa,ASTERACEAE
Centella asiatica,APIACEAE
Centipeda minima,ASTERACEAE
Centranthera indica,SCROPHULARIACEAE
Cephaelis ipecacuanha,RUBIACEAE
Ceratonia siliqua,CAESALPINIACEAE
Ceratophyllum demursum,CERATOPHYLLACEAE
Ceratopteris thaictroides,PARKERIACEAE
Cerbera manghas,APOCYNACEAE
Cereus grandiflorus,CACTACEAE
Ceriops tagal,RHIZOPHORACEAE
Ceropegia tuberosa,ASCLEPIADACEAE
Cheiranthus cheiri,BRASSICACEAE
Chenopodium album,CHENOPODIACEAE
Chenopodium ambrosioides,CHENOPODIACEAE
Chenopodium botrys,CHENOPODIACEAE
Chloranthus elatior,CHLORANTHACEAE
Chloris virgata,POACEAE
Chlorophytum arundinaceum,LILIACEAE
Chloroxylon swietenia,RUTACEAE
Chondrus crispus,GIGARTINIACEAE
Chrozophora plicata,EUPHORBIACEAE
Chrozophora rottleri,EUPHORBIACEAE
Chrysanthemum coronarium,ASTERACEAE
Chrysanthemum indicum,ASTERACEAE
Chrysobalanus icaco,ROSACEAE
Cicer arietinum,FABACEAE
Cichorium endivia,ASTERACEAE
Cichorium intybus,ASTERACEAE
Cicuta virosa,APIACEAE
Cimicifuga foetida,RANUNCULACEAE
Cinchona officinalis,RUBIACEAE
Cinnamomum cassia,LAURACEAE
Cinnamomum glanduliferum,LAURACEAE
Cinnamomum glausescens,LAURACEAE
Cinnamomum impressinervium,LAURACEAE
Cinnamomum macrocarpum,LAURACEAE
Cinnamomum obtusifolium,LAURACEAE
Cinnamomum pauciflorum,LAURACEAE
Cinnamomum tamala,LAURACEAE
Cinnamomum verum,LAURACEAE
Cinnamomum camphora,LAURACEAE
Cirsium arvense,ASTERACEAE
Cissampelos pareira,MENISPERMACEAE
Cissus adnata,VITACEAE
Cissus pallida,VITACEAE
Cissus quadrangularis,VITACEAE
Cissus repens,VITACEAE
Cistanche tabulosa,OROBANCHACEAE
Citrullus colocynthis,CUCURBITACEAE
Citrus aurantifolia,RUTACEAE
Citrus aurantium,RUTACEAE
Citrus grandis,RUTACEAE
Citrus medica,RUTACEAE
Citrus sinensis,RUTACEAE
Claoxylon indicum,EUPHORBIACEAE
Clausena excavata,RUTACEAE
Clausena pentaphylla,RUTACEAE
Cleistanthus collinus,EUPHORBIACEAE
Clematis gauriana,RANUNCULACEAE
Clematis smilacifolia,RANUNCULACEAE
Clematis triloba,RANUNCULACEAE
Cleome chelidoni,CAPPARACEAE
Cleome gynandra,CAPPARACEAE
Cleome monophylla,CAPPARACEAE
Cleome vahliana,CAPPARACEAE
Cleome viscosa,CAPPARACEAE
Clerodendrum inerme,VERBENACEAE
Clerodendrum multiflorum,VERBENACEAE
Clerodendrum philippenum,VERBENACEAE
Clerodendrum serratum,VERBENACEAE
Clerodendrum viscosum,VERBENACEAE
Clinopodium vulgare,LAMIACEAE
Clitoria ternatia,FABACEAE
Cocccinia grandis,CUCURBITACEAE
Coccoloba uvifera,POLYGONACEAE
Cocculus hirsutus,MENISPERMACEAE
Cocculus laurifolius,MENISPERMACEAE
Cocculus pendulus,MENISPERMACEAE
Cochlospermum religiosum,COCHLOSPERMACEAE
Cocos nucifera,ARECACEAE
Codiaeum variegatum,EUPHORBIACEAE
Codonopsis ovata,CAMPANULACEAE
Coffea arabica,RUBIACEAE
Coix lacryma-jobi,POACEAE
Colchicum luteum,LILIACEAE
Coldenia procumbens,BORAGINACEAE
Colebrookea oppositifolia,LAMIACEAE
Coleus amboinicus,LAMIACEAE
Coleus scutallarioides,LAMIACEAE
Colocasia esculenta,ARACEAE
Combretum nanum,COMBRETACEAE
Combretum pilosum,COMBRETACEAE
Combretum roxburghii,COMBRETACEAE
Commelina benghalensis,COMMELINACEAE
Commelina longifolia,COMMELINACEAE
Commelina paludosa,COMMELINACEAE
Conium maculatum,APIACEAE
Connarus monocarpus,CONNARACEAE
Consolida ambigua,RANUNCULACEAE
Convolvulus arvensis,CONVOLVULACEAE
Convolvulus auricomus,CONVOLVULACEAE
Convolvulus microphyllus,CONVOLVULACEAE
Coptis teeta,RANUNCULACEAE
Corchorus aestuans,TILIACEAE
Corchorus capsularis,TILIACEAE
Corchorus depressus,TILIACEAE
Corchorus fascicularis,TILIACEAE
Corchorus olitorius,TILIACEAE
Corchorus trilocularis,TILIACEAE
Cordia dichotoma,BORAGINACEAE
Cordia gharaf,BORAGINACEAE
Cordia myxa,BORAGINACEAE
Cordia myxa,BORAGINACEAE
Cordia obliqua,BORAGINACEAE
Cordia vestita,BORAGINACEAE
Coriandrum sativum,APIACEAE
Coriaria nepalensis,CORIARIACEAE
Corydalis govaniana,FUMARIACEAE
Corydalis vaginans,FUMARIACEAE
Corylus jacquemontii,BETULACEAE
Coscinium fenestratum,MENISPERMACEAE
Cosmostigma racemosum,ASCLEPIADACEAE
Costus speciosus,ZINGIBERACEAE
Cotinus coggygria,ANACARDIACEAE
Cotoneaster bacillaris,ROSACEAE
Cotoneaster microphylla,ROSACEAE
Cotula anthemoides,ASTERACEAE
Crataeva nurvula,CAPPARACEAE
Cratoxylum cochinchinense,HYPERICACEAE
Crescentia cujute,BIGNONIACEAE
Cressa cretica,CONVOLVULACEAE
Crinum asiaticum,AMARYLLIDACEAE
Crinum defixum,AMARYLLIDACEAE
Crinum latifolium,AMARYLLIDACEAE
Crocus sativus,IRIDACEAE
Crotalaria albida,FABACEAE
Crotalaria burhia,FABACEAE
Crotalaria juncea,FABACEAE
Crotalaria laburnifolia,FABACEAE
Crotalaria pallida,FABACEAE
Crotalaria prostrata,FABACEAE
Crotalaria retusa,FABACEAE
Crotalaria sericea,FABACEAE
Croton bonplandianum,EUPHORBIACEAE
Croton caudatus,EUPHORBIACEAE
Croton oblongifolius,EUPHORBIACEAE
Croton tiglium,EUPHORBIACEAE
Cryptocarya wightiana,LAURACEAE
Cryptolepis buchananii R.Br. ex,ASCLEPIADACEAE
Cucubalus bacciferous,CARYOPHYLLACEAE
Cucumis callosus,CUCURBITACEAE
Cucumis melo,CUCURBITACEAE
Cucumis prophetarum,CUCURBITACEAE
Cucumis sativus,CUCURBITACEAE
Cucurbita maxima,CUCURBITACEAE
Cucurbita pepo,CUCURBITACEAE
Cupressus sempervirens,CUPRESSACEAE
Curculigo orchioides,AMARYLLIDACEAE
Curcuma angustifolia,ZINGIBERACEAE
Curcuma aromatica,ZINGIBERACEAE
Curcuma leucorrhiza,ZINGIBERACEAE
Curcuma longa,ZINGIBERACEAE
Curcuma rubescens,ZINGIBERACEAE
Curcuma zeodoria,ZINGIBERACEAE
Cuscuta chinensis,CONVOLVULACEAE
Cuscuta hyalina,CONVOLVULACEAE
Cuscuta reflexa,CONVOLVULACEAE
Cyathula prostrata,AMARANTHACEAE
Cycas circinalis,CYCADACEAE
Cycas rumphii,CYCADACEAE
Cyclea peltata,MENISPERMACEAE
Cydonia oblonga,ROSACEAE
Cymbidium simulans,ORCHIDACEAE
Cymbopogon flexuosus,POACEAE
Cymbopogon jwarancusa,POACEAE
Cymbopogon martinii,POACEAE
Cymbopogon nardus,POACEAE
Cymbopogon schoenanthus,POACEAE
Cynara scolymus,ASTERACEAE
Cynodon dactylon,POACEAE
Cynoglossum glochidiatum,BORAGINACEAE
Cynoglossum lanceolatum,BORAGINACEAE
Cynometra ramiflora,CAESALPINIACEAE
Cyperus articulatus,CYPERACEAE
Cyperus iria,CYPERACEAE
Cyperus rotundus,CYPERACEAE
Cyperus stoloniferous,CYPERACEAE
Cyperus triceps,CYPERACEAE
Cyrtophyllum peregrinum,LOGANIACEAE
Cytisus scoparius,FABACEAE
Dactyloctenium aegyptium,POACEAE
Dactylorhiza hatagirea,ORCHIDACEAE
Dalbergia lanceolaria,FABACEAE
Dalbergia latifolia,FABACEAE
Dalbergia pinnata,FABACEAE
Dalbergia sissoo,FABACEAE
Dalbergia spinosa,FABACEAE
Dalbergia stipulacea,FABACEAE
Dalbergia volubilis,FABACEAE
Daphne oleoides,THYMELAEACEAE
Daphne papyracea,THYMELAEACEAE
Datisca cannabina,DATISCACEAE
Datura innoxia,SOLANACEAE
Datura metal,SOLANACEAE
Datura stramonium,SOLANACEAE
Daucas carota,APIACEAE
Decalepis hamiltonii,ASCLEPIADACEAE
Deeringia amaranthoides,AMARANTHACEAE
Delonix elata,CAESALPINIACEAE
Delphinium brunonianum,RANUNCULACEAE
Delphinium denudatum,RANUNCULACEAE
Delphinium vestitum,RANUNCULACEAE
Dendrobium crumenatum,ORCHIDACEAE
Dendrobium ovatum,ORCHIDACEAE
Dendrocalamus strictus,POACEAE
Dendrocnide sinuata,URTICACEAE
Dendrophthoe elastica,LORANTHACEAE
Dendrophthoe falcata,LORANTHACEAE
Derris ferruginea,FABACEAE
Derris indica,FABACEAE
Derris scandens,FABACEAE
Derris trifoliata,FABACEAE
Descurainia sophia,BRASSICACEAE
Desmodium elegans,FABACEAE
Desmodium gangeticum,FABACEAE
Desmodium heterocarpon,FABACEAE
Desmodium pulchellum,FABACEAE
Desmodium triflorum,FABACEAE
Desmodium triquetrum,FABACEAE
Desmos chinensis,ANNONACEAE
Desmos cochinchinensis,ANNONACEAE
Desmostachya bipinnata,POACEAE
Dianthus anatolicus,CARYOPHYLLACEAE
Dianthus caryophyllus,CARYOPHYLLACEAE
Dichroa febrifuga,SAXIFRAGACEAE
Dichrostachys cinerea,MIMOSACEAE
Dicliptera bupleuroides,ACANTHACEAE
Dicoma tomentosa,ASTERACEAE
Dictamnus albus,RUTACEAE
Didymocarpus pedicillatus,GESNERIACEAE
Digera muricata,AMARANTHACEAE
Digitalis lanata,SCROPHULARIACEAE
Digitalis purpurea,SCROPHULARIACEAE
Dillenia indica,DILLENIACEAE
Dimocarpus longan,SAPINDACEAE
Dinochloa andamanica,POACEAE
Dioscorea alata,DIOSCOREACEAE
Dioscorea bulbifera,DIOSCOREACEAE
Dioscorea deltoidea,DIOSCOREACEAE
Dioscorea esculenta,DIOSCOREACEAE
Dioscorea oppositifolia,DIOSCOREACEAE
Dioscorea pentaphylla,DIOSCOREACEAE
Diospyros candolleana,EBENACEAE
Diospyros ebenum,EBENACEAE
Diospyros exsculpta,EBENACEAE
Diospyros kaki,EBENACEAE
Diospyros malabarica,EBENACEAE
Diospyros melanoxylon,EBENACEAE
Diospyros montana,EBENACEAE
Diospyros paniculata,EBENACEAE
Diospyros toposia,EBENACEAE
Diploclisia glaucescens,MENISPERMACEAE
Dipterocarpus indicus,DIPTEROCARPACEAE
Dipterocarpus turbinatus,DIPTEROCARPACEAE
Dodonaea viscosa,SAPINDACEAE
Dolichandrone falcata,BIGNONIACEAE
Dolichandrone spathacea,BIGNONIACEAE
Dolichos trilobus,FABACEAE
Dolichos uniflorus,FABACEAE
Draba verna,BRASSICACEAE
Dracocephalum moldavica,LAMIACEAE
Drosera burmanni,DROSERACEAE
Drosera peltata,DROSERACEAE
Drymaria cordata,CARYOPHYLLACEAE
Drynaria quercifolia,POLYPODIACEAE
Dryobalanops aromatica,DIPTEROCARPACEAE
Dryopteris filix-mas,DRYOPTERIDACEAE
Dryopteris marginata,DRYOPTERIDACEAE
